datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2024.01.01,00:00,23.59,Arnulf,245,21,266,3.3,7.1,0,76,5.2
2024.01.02,00:00,23.59,Arnulf,435,38,473,3,11.1,1,94,0
2024.01.03,00:00,23.59,Arnulf,569,53,622,7.1,13,1.6,74,3.8
2024.01.04,00:00,23.59,Arnulf,575,45,620,4.3,9.1,0,91,1.5
2024.01.05,00:00,23.59,Arnulf,490,44,534,2.2,8.6,12.7,95,0
2024.01.06,00:00,23.59,Arnulf,174,11,185,0.4,5,15.3,96,0
2024.01.07,00:00,23.59,Arnulf,106,22,128,-4,0.5,7.3,94,0
2024.01.08,00:00,23.59,Arnulf,235,18,253,-5.7,-2.9,0,94,0
2024.01.09,00:00,23.59,Arnulf,195,24,219,-7.9,-4.5,0,53,4
2024.01.10,00:00,23.59,Arnulf,209,10,219,-6.8,-3.4,0,95,4.5
2024.01.11,00:00,23.59,Arnulf,285,24,309,-7.1,-4.7,0,100,0
2024.01.12,00:00,23.59,Arnulf,346,36,382,-5.8,-2.6,0,68,6.5
2024.01.13,00:00,23.59,Arnulf,165,11,176,-6.9,-3.7,0,99,0
2024.01.14,00:00,23.59,Arnulf,168,12,180,-5.4,1,0,85,6.9
2024.01.15,00:00,23.59,Arnulf,467,57,524,-2.9,1.8,1.7,75,1.5
2024.01.16,00:00,23.59,Arnulf,411,28,439,-5.3,0.6,1.7,81,2
2024.01.17,00:00,23.59,Arnulf,257,28,285,-5.2,8.8,9.7,96,0
2024.01.18,00:00,23.59,Arnulf,492,38,530,-1.8,11.3,3.6,95,1
2024.01.19,00:00,23.59,Arnulf,296,26,322,-5.4,-0.3,0,59,2.4
2024.01.20,00:00,23.59,Arnulf,180,13,193,-8.6,1.5,0,8,8.8
2024.01.21,00:00,23.59,Arnulf,168,12,180,-7.9,4.8,0,56,7.3
2024.01.22,00:00,23.59,Arnulf,514,41,555,-2.7,10.8,5.3,88,0.4
2024.01.23,00:00,23.59,Arnulf,659,51,710,3.3,7.5,2.2,79,2.1
2024.01.24,00:00,23.59,Arnulf,747,66,813,6,14.2,3,98,0.5
2024.01.25,00:00,23.59,Arnulf,944,71,1015,6.5,9.6,0.5,93,3.7
2024.01.26,00:00,23.59,Arnulf,656,65,721,2.7,11.9,5.4,88,0.5
2024.01.27,00:00,23.59,Arnulf,584,40,624,0.1,6.8,0,14,8.9
2024.01.28,00:00,23.59,Arnulf,490,38,528,-1.8,10.3,0,9,9.1
2024.01.29,00:00,23.59,Arnulf,880,74,954,-2.6,12.4,0,60,8.7
2024.01.30,00:00,23.59,Arnulf,1153,70,1223,-1.5,14.1,0,88,7.8
2024.01.31,00:00,23.59,Arnulf,1181,86,1267,2.8,11.7,0,68,5.4
2024.01.01,00:00,23.59,Olympia,284,272,556,3.3,7.1,0,76,5.2
2024.01.02,00:00,23.59,Olympia,318,327,645,3,11.1,1,94,0
2024.01.03,00:00,23.59,Olympia,446,457,903,7.1,13,1.6,74,3.8
2024.01.04,00:00,23.59,Olympia,465,444,909,4.3,9.1,0,91,1.5
2024.01.05,00:00,23.59,Olympia,390,367,757,2.2,8.6,12.7,95,0
2024.01.06,00:00,23.59,Olympia,225,210,435,0.4,5,15.3,96,0
2024.01.07,00:00,23.59,Olympia,170,152,322,-4,0.5,7.3,94,0
2024.01.08,00:00,23.59,Olympia,306,260,566,-5.7,-2.9,0,94,0
2024.01.09,00:00,23.59,Olympia,304,288,592,-7.9,-4.5,0,53,4
2024.01.10,00:00,23.59,Olympia,298,269,567,-6.8,-3.4,0,95,4.5
2024.01.11,00:00,23.59,Olympia,344,314,658,-7.1,-4.7,0,100,0
2024.01.12,00:00,23.59,Olympia,311,294,605,-5.8,-2.6,0,68,6.5
2024.01.13,00:00,23.59,Olympia,205,200,405,-6.9,-3.7,0,99,0
2024.01.14,00:00,23.59,Olympia,291,264,555,-5.4,1,0,85,6.9
2024.01.15,00:00,23.59,Olympia,495,448,943,-2.9,1.8,1.7,75,1.5
2024.01.16,00:00,23.59,Olympia,423,403,826,-5.3,0.6,1.7,81,2
2024.01.17,00:00,23.59,Olympia,265,276,541,-5.2,8.8,9.7,96,0
2024.01.18,00:00,23.59,Olympia,443,437,880,-1.8,11.3,3.6,95,1
2024.01.19,00:00,23.59,Olympia,315,298,613,-5.4,-0.3,0,59,2.4
2024.01.20,00:00,23.59,Olympia,231,209,440,-8.6,1.5,0,8,8.8
2024.01.21,00:00,23.59,Olympia,291,264,555,-7.9,4.8,0,56,7.3
2024.01.22,00:00,23.59,Olympia,466,471,937,-2.7,10.8,5.3,88,0.4
2024.01.23,00:00,23.59,Olympia,605,577,1182,3.3,7.5,2.2,79,2.1
2024.01.24,00:00,23.59,Olympia,518,522,1040,6,14.2,3,98,0.5
2024.01.25,00:00,23.59,Olympia,684,709,1393,6.5,9.6,0.5,93,3.7
2024.01.26,00:00,23.59,Olympia,480,451,931,2.7,11.9,5.4,88,0.5
2024.01.27,00:00,23.59,Olympia,579,571,1150,0.1,6.8,0,14,8.9
2024.01.28,00:00,23.59,Olympia,597,569,1166,-1.8,10.3,0,9,9.1
2024.01.29,00:00,23.59,Olympia,771,766,1537,-2.6,12.4,0,60,8.7
2024.01.30,00:00,23.59,Olympia,906,928,1834,-1.5,14.1,0,88,7.8
2024.01.31,00:00,23.59,Olympia,930,897,1827,2.8,11.7,0,68,5.4
2024.01.01,00:00,23.59,Hirsch,127,134,261,3.3,7.1,0,76,5.2
2024.01.02,00:00,23.59,Hirsch,287,303,590,3,11.1,1,94,0
2024.01.03,00:00,23.59,Hirsch,339,375,714,7.1,13,1.6,74,3.8
2024.01.04,00:00,23.59,Hirsch,367,362,729,4.3,9.1,0,91,1.5
2024.01.05,00:00,23.59,Hirsch,306,325,631,2.2,8.6,12.7,95,0
2024.01.06,00:00,23.59,Hirsch,101,74,175,0.4,5,15.3,96,0
2024.01.07,00:00,23.59,Hirsch,39,39,78,-4,0.5,7.3,94,0
2024.01.08,00:00,23.59,Hirsch,158,188,346,-5.7,-2.9,0,94,0
2024.01.09,00:00,23.59,Hirsch,109,146,255,-7.9,-4.5,0,53,4
2024.01.10,00:00,23.59,Hirsch,95,132,227,-6.8,-3.4,0,95,4.5
2024.01.11,00:00,23.59,Hirsch,108,132,240,-7.1,-4.7,0,100,0
2024.01.12,00:00,23.59,Hirsch,126,144,270,-5.8,-2.6,0,68,6.5
2024.01.13,00:00,23.59,Hirsch,41,57,98,-6.9,-3.7,0,99,0
2024.01.14,00:00,23.59,Hirsch,55,62,117,-5.4,1,0,85,6.9
2024.01.15,00:00,23.59,Hirsch,220,288,508,-2.9,1.8,1.7,75,1.5
2024.01.16,00:00,23.59,Hirsch,216,219,435,-5.3,0.6,1.7,81,2
2024.01.17,00:00,23.59,Hirsch,116,113,229,-5.2,8.8,9.7,96,0
2024.01.18,00:00,23.59,Hirsch,324,350,674,-1.8,11.3,3.6,95,1
2024.01.19,00:00,23.59,Hirsch,155,163,318,-5.4,-0.3,0,59,2.4
2024.01.20,00:00,23.59,Hirsch,42,51,93,-8.6,1.5,0,8,8.8
2024.01.21,00:00,23.59,Hirsch,55,62,117,-7.9,4.8,0,56,7.3
2024.01.22,00:00,23.59,Hirsch,359,371,730,-2.7,10.8,5.3,88,0.4
2024.01.23,00:00,23.59,Hirsch,491,525,1016,3.3,7.5,2.2,79,2.1
2024.01.24,00:00,23.59,Hirsch,520,634,1154,6,14.2,3,98,0.5
2024.01.25,00:00,23.59,Hirsch,741,759,1500,6.5,9.6,0.5,93,3.7
2024.01.26,00:00,23.59,Hirsch,437,469,906,2.7,11.9,5.4,88,0.5
2024.01.27,00:00,23.59,Hirsch,350,374,724,0.1,6.8,0,14,8.9
2024.01.28,00:00,23.59,Hirsch,401,359,760,-1.8,10.3,0,9,9.1
2024.01.29,00:00,23.59,Hirsch,774,598,1372,-2.6,12.4,0,60,8.7
2024.01.30,00:00,23.59,Hirsch,899,938,1837,-1.5,14.1,0,88,7.8
2024.01.31,00:00,23.59,Hirsch,860,856,1716,2.8,11.7,0,68,5.4
2024.01.01,00:00,23.59,Erhardt,493,461,954,3.3,7.1,0,76,5.2
2024.01.02,00:00,23.59,Erhardt,687,687,1374,3,11.1,1,94,0
2024.01.03,00:00,23.59,Erhardt,953,928,1881,7.1,13,1.6,74,3.8
2024.01.04,00:00,23.59,Erhardt,904,971,1875,4.3,9.1,0,91,1.5
2024.01.05,00:00,23.59,Erhardt,924,880,1804,2.2,8.6,12.7,95,0
2024.01.06,00:00,23.59,Erhardt,366,364,730,0.4,5,15.3,96,0
2024.01.07,00:00,23.59,Erhardt,182,206,388,-4,0.5,7.3,94,0
2024.01.08,00:00,23.59,Erhardt,527,568,1095,-5.7,-2.9,0,94,0
2024.01.09,00:00,23.59,Erhardt,508,537,1045,-7.9,-4.5,0,53,4
2024.01.10,00:00,23.59,Erhardt,493,535,1028,-6.8,-3.4,0,95,4.5
2024.01.11,00:00,23.59,Erhardt,512,546,1058,-7.1,-4.7,0,100,0
2024.01.12,00:00,23.59,Erhardt,593,585,1178,-5.8,-2.6,0,68,6.5
2024.01.13,00:00,23.59,Erhardt,294,330,624,-6.9,-3.7,0,99,0
2024.01.14,00:00,23.59,Erhardt,364,359,723,-5.4,1,0,85,6.9
2024.01.15,00:00,23.59,Erhardt,804,832,1636,-2.9,1.8,1.7,75,1.5
2024.01.16,00:00,23.59,Erhardt,726,770,1496,-5.3,0.6,1.7,81,2
2024.01.17,00:00,23.59,Erhardt,507,524,1031,-5.2,8.8,9.7,96,0
2024.01.18,00:00,23.59,Erhardt,891,865,1756,-1.8,11.3,3.6,95,1
2024.01.19,00:00,23.59,Erhardt,598,687,1285,-5.4,-0.3,0,59,2.4
2024.01.20,00:00,23.59,Erhardt,334,356,690,-8.6,1.5,0,8,8.8
2024.01.21,00:00,23.59,Erhardt,364,359,723,-7.9,4.8,0,56,7.3
2024.01.22,00:00,23.59,Erhardt,934,944,1878,-2.7,10.8,5.3,88,0.4
2024.01.23,00:00,23.59,Erhardt,1199,1143,2342,3.3,7.5,2.2,79,2.1
2024.01.24,00:00,23.59,Erhardt,1270,1200,2470,6,14.2,3,98,0.5
2024.01.25,00:00,23.59,Erhardt,1557,1541,3098,6.5,9.6,0.5,93,3.7
2024.01.26,00:00,23.59,Erhardt,1070,1075,2145,2.7,11.9,5.4,88,0.5
2024.01.27,00:00,23.59,Erhardt,1311,1229,2540,0.1,6.8,0,14,8.9
2024.01.28,00:00,23.59,Erhardt,1457,1259,2716,-1.8,10.3,0,9,9.1
2024.01.29,00:00,23.59,Erhardt,1680,1585,3265,-2.6,12.4,0,60,8.7
2024.01.30,00:00,23.59,Erhardt,2045,1941,3986,-1.5,14.1,0,88,7.8
2024.01.31,00:00,23.59,Erhardt,1986,1931,3917,2.8,11.7,0,68,5.4
2024.02.01,00:00,23.59,Arnulf,794,72,866,4.5,8.4,5.5,91,0
2024.02.02,00:00,23.59,Arnulf,831,69,900,3.9,9.2,0.1,98,0
2024.02.03,00:00,23.59,Arnulf,663,45,708,5.7,13.3,0.3,31,9.1
2024.02.04,00:00,23.59,Arnulf,477,46,523,5.4,11,0.2,99,1.5
2024.02.05,00:00,23.59,Arnulf,1153,85,1238,5.4,14.6,0,61,7.7
2024.02.06,00:00,23.59,Arnulf,1252,80,1332,4.3,11.8,0,70,9.3
2024.02.07,00:00,23.59,Arnulf,1090,80,1170,5,11.1,1.6,83,3.8
2024.02.08,00:00,23.59,Arnulf,1007,71,1078,6.9,13.3,0.1,99,0.6
2024.02.09,00:00,23.59,Arnulf,853,60,913,7.7,13.1,0,94,0.3
2024.02.10,00:00,23.59,Arnulf,603,37,640,4.8,14.5,1.7,99,0.1
2024.02.11,00:00,23.59,Arnulf,286,29,315,4,9.8,2.4,96,0
2024.02.12,00:00,23.59,Arnulf,827,70,897,4.4,9.5,1.4,96,1.3
2024.02.13,00:00,23.59,Arnulf,899,76,975,3.5,9.7,0,79,7.3
2024.02.14,00:00,23.59,Arnulf,983,85,1068,3.4,13.7,0.1,99,2.5
2024.02.15,00:00,23.59,Arnulf,1158,75,1233,5.5,16.1,0,88,7.4
2024.02.16,00:00,23.59,Arnulf,1017,86,1103,5.1,18,6.1,96,5.7
2024.02.17,00:00,23.59,Arnulf,509,33,542,7.3,11.9,1.3,86,0.8
2024.02.18,00:00,23.59,Arnulf,655,45,700,5.2,13.7,2.7,83,6.1
2024.02.19,00:00,23.59,Arnulf,1056,115,1171,6.8,9.9,2.3,96,2.2
2024.02.20,00:00,23.59,Arnulf,1009,100,1109,4.5,8.3,1,94,2
2024.02.21,00:00,23.59,Arnulf,1408,118,1526,4,13.7,0.6,95,7.7
2024.02.22,00:00,23.59,Arnulf,881,71,952,7.9,11.5,11.1,98,0
2024.02.23,00:00,23.59,Arnulf,821,95,916,2.8,7.8,0,89,0.1
2024.02.24,00:00,23.59,Arnulf,670,59,729,-0.3,8.7,0,71,6.5
2024.02.25,00:00,23.59,Arnulf,625,54,679,3.4,11.9,0,49,8.1
2024.02.26,00:00,23.59,Arnulf,1184,106,1290,1.5,12.9,0,96,3.9
2024.02.27,00:00,23.59,Arnulf,1322,93,1415,3,8,0,99,1.1
2024.02.28,00:00,23.59,Arnulf,1260,87,1347,4.5,6.4,0,99,0
2024.02.29,00:00,23.59,Arnulf,1321,102,1423,2.8,9.4,0,66,3.1
2024.02.01,00:00,23.59,Olympia,615,625,1240,4.5,8.4,5.5,91,0
2024.02.02,00:00,23.59,Olympia,624,641,1265,3.9,9.2,0.1,98,0
2024.02.03,00:00,23.59,Olympia,796,770,1566,5.7,13.3,0.3,31,9.1
2024.02.04,00:00,23.59,Olympia,564,558,1122,5.4,11,0.2,99,1.5
2024.02.05,00:00,23.59,Olympia,1002,1013,2015,5.4,14.6,0,61,7.7
2024.02.06,00:00,23.59,Olympia,1006,1077,2083,4.3,11.8,0,70,9.3
2024.02.07,00:00,23.59,Olympia,811,825,1636,5,11.1,1.6,83,3.8
2024.02.08,00:00,23.59,Olympia,721,716,1437,6.9,13.3,0.1,99,0.6
2024.02.09,00:00,23.59,Olympia,742,732,1474,7.7,13.1,0,94,0.3
2024.02.10,00:00,23.59,Olympia,576,563,1139,4.8,14.5,1.7,99,0.1
2024.02.11,00:00,23.59,Olympia,318,342,660,4,9.8,2.4,96,0
2024.02.12,00:00,23.59,Olympia,663,697,1360,4.4,9.5,1.4,96,1.3
2024.02.13,00:00,23.59,Olympia,804,773,1577,3.5,9.7,0,79,7.3
2024.02.14,00:00,23.59,Olympia,768,789,1557,3.4,13.7,0.1,99,2.5
2024.02.15,00:00,23.59,Olympia,1027,1021,2048,5.5,16.1,0,88,7.4
2024.02.16,00:00,23.59,Olympia,940,966,1906,5.1,18,6.1,96,5.7
2024.02.17,00:00,23.59,Olympia,630,601,1231,7.3,11.9,1.3,86,0.8
2024.02.18,00:00,23.59,Olympia,940,839,1779,5.2,13.7,2.7,83,6.1
2024.02.19,00:00,23.59,Olympia,683,690,1373,6.8,9.9,2.3,96,2.2
2024.02.20,00:00,23.59,Olympia,771,764,1535,4.5,8.3,1,94,2
2024.02.21,00:00,23.59,Olympia,996,1044,2040,4,13.7,0.6,95,7.7
2024.02.22,00:00,23.59,Olympia,527,577,1104,7.9,11.5,11.1,98,0
2024.02.23,00:00,23.59,Olympia,624,636,1260,2.8,7.8,0,89,0.1
2024.02.24,00:00,23.59,Olympia,648,706,1354,-0.3,8.7,0,71,6.5
2024.02.25,00:00,23.59,Olympia,907,831,1738,3.4,11.9,0,49,8.1
2024.02.26,00:00,23.59,Olympia,847,895,1742,1.5,12.9,0,96,3.9
2024.02.27,00:00,23.59,Olympia,895,897,1792,3,8,0,99,1.1
2024.02.28,00:00,23.59,Olympia,791,863,1654,4.5,6.4,0,99,0
2024.02.29,00:00,23.59,Olympia,874,925,1799,2.8,9.4,0,66,3.1
2024.02.01,00:00,23.59,Hirsch,558,577,1135,4.5,8.4,5.5,91,0
2024.02.02,00:00,23.59,Hirsch,530,550,1080,3.9,9.2,0.1,98,0
2024.02.03,00:00,23.59,Hirsch,421,445,866,5.7,13.3,0.3,31,9.1
2024.02.04,00:00,23.59,Hirsch,288,331,619,5.4,11,0.2,99,1.5
2024.02.05,00:00,23.59,Hirsch,951,990,1941,5.4,14.6,0,61,7.7
2024.02.06,00:00,23.59,Hirsch,1049,1059,2108,4.3,11.8,0,70,9.3
2024.02.07,00:00,23.59,Hirsch,815,879,1694,5,11.1,1.6,83,3.8
2024.02.08,00:00,23.59,Hirsch,694,711,1405,6.9,13.3,0.1,99,0.6
2024.02.09,00:00,23.59,Hirsch,596,628,1224,7.7,13.1,0,94,0.3
2024.02.10,00:00,23.59,Hirsch,361,351,712,4.8,14.5,1.7,99,0.1
2024.02.11,00:00,23.59,Hirsch,208,233,441,4,9.8,2.4,96,0
2024.02.12,00:00,23.59,Hirsch,589,608,1197,4.4,9.5,1.4,96,1.3
2024.02.13,00:00,23.59,Hirsch,672,704,1376,3.5,9.7,0,79,7.3
2024.02.14,00:00,23.59,Hirsch,712,760,1472,3.4,13.7,0.1,99,2.5
2024.02.15,00:00,23.59,Hirsch,822,874,1696,5.5,16.1,0,88,7.4
2024.02.16,00:00,23.59,Hirsch,675,735,1410,5.1,18,6.1,96,5.7
2024.02.17,00:00,23.59,Hirsch,302,318,620,7.3,11.9,1.3,86,0.8
2024.02.18,00:00,23.59,Hirsch,490,516,1006,5.2,13.7,2.7,83,6.1
2024.02.19,00:00,23.59,Hirsch,764,771,1535,6.8,9.9,2.3,96,2.2
2024.02.20,00:00,23.59,Hirsch,710,720,1430,4.5,8.3,1,94,2
2024.02.21,00:00,23.59,Hirsch,1024,1027,2051,4,13.7,0.6,95,7.7
2024.02.22,00:00,23.59,Hirsch,567,573,1140,7.9,11.5,11.1,98,0
2024.02.23,00:00,23.59,Hirsch,543,565,1108,2.8,7.8,0,89,0.1
2024.02.24,00:00,23.59,Hirsch,381,383,764,-0.3,8.7,0,71,6.5
2024.02.25,00:00,23.59,Hirsch,466,444,910,3.4,11.9,0,49,8.1
2024.02.26,00:00,23.59,Hirsch,918,928,1846,1.5,12.9,0,96,3.9
2024.02.27,00:00,23.59,Hirsch,948,972,1920,3,8,0,99,1.1
2024.02.28,00:00,23.59,Hirsch,903,917,1820,4.5,6.4,0,99,0
2024.02.29,00:00,23.59,Hirsch,907,958,1865,2.8,9.4,0,66,3.1
2024.02.01,00:00,23.59,Erhardt,1322,1255,2577,4.5,8.4,5.5,91,0
2024.02.02,00:00,23.59,Erhardt,1414,1388,2802,3.9,9.2,0.1,98,0
2024.02.03,00:00,23.59,Erhardt,1721,1562,3283,5.7,13.3,0.3,31,9.1
2024.02.04,00:00,23.59,Erhardt,1167,1083,2250,5.4,11,0.2,99,1.5
2024.02.05,00:00,23.59,Erhardt,1998,2042,4040,5.4,14.6,0,61,7.7
2024.02.06,00:00,23.59,Erhardt,2235,2232,4467,4.3,11.8,0,70,9.3
2024.02.07,00:00,23.59,Erhardt,1916,1938,3854,5,11.1,1.6,83,3.8
2024.02.08,00:00,23.59,Erhardt,1625,1630,3255,6.9,13.3,0.1,99,0.6
2024.02.09,00:00,23.59,Erhardt,1610,1639,3249,7.7,13.1,0,94,0.3
2024.02.10,00:00,23.59,Erhardt,1507,1361,2868,4.8,14.5,1.7,99,0.1
2024.02.11,00:00,23.59,Erhardt,743,717,1460,4,9.8,2.4,96,0
2024.02.12,00:00,23.59,Erhardt,1408,1421,2829,4.4,9.5,1.4,96,1.3
2024.02.13,00:00,23.59,Erhardt,1786,1726,3512,3.5,9.7,0,79,7.3
2024.02.14,00:00,23.59,Erhardt,1672,1703,3375,3.4,13.7,0.1,99,2.5
2024.02.15,00:00,23.59,Erhardt,2224,2140,4364,5.5,16.1,0,88,7.4
2024.02.16,00:00,23.59,Erhardt,2148,2042,4190,5.1,18,6.1,96,5.7
2024.02.17,00:00,23.59,Erhardt,1042,983,2025,7.3,11.9,1.3,86,0.8
2024.02.18,00:00,23.59,Erhardt,2168,1862,4030,5.2,13.7,2.7,83,6.1
2024.02.19,00:00,23.59,Erhardt,1591,1614,3205,6.8,9.9,2.3,96,2.2
2024.02.20,00:00,23.59,Erhardt,1746,1698,3444,4.5,8.3,1,94,2
2024.02.21,00:00,23.59,Erhardt,2286,2261,4547,4,13.7,0.6,95,7.7
2024.02.22,00:00,23.59,Erhardt,1345,1314,2659,7.9,11.5,11.1,98,0
2024.02.23,00:00,23.59,Erhardt,1391,1423,2814,2.8,7.8,0,89,0.1
2024.02.24,00:00,23.59,Erhardt,1544,1453,2997,-0.3,8.7,0,71,6.5
2024.02.25,00:00,23.59,Erhardt,2020,1817,3837,3.4,11.9,0,49,8.1
2024.02.26,00:00,23.59,Erhardt,1959,1938,3897,1.5,12.9,0,96,3.9
2024.02.27,00:00,23.59,Erhardt,1987,1996,3983,3,8,0,99,1.1
2024.02.28,00:00,23.59,Erhardt,2021,1999,4020,4.5,6.4,0,99,0
2024.02.29,00:00,23.59,Erhardt,2205,2197,4402,2.8,9.4,0,66,3.1
2024.03.01,00:00,23.59,Arnulf,971,94,1065,1.3,8.6,0.5,91,0
2024.03.02,00:00,23.59,Arnulf,784,58,842,4.3,13,0,78,8.7
2024.03.03,00:00,23.59,Arnulf,831,56,887,2,18.9,0,93,8.4
2024.03.04,00:00,23.59,Arnulf,1196,109,1305,4.5,9.6,0,86,0
2024.03.05,00:00,23.59,Arnulf,1201,95,1296,5.4,9.7,7.5,100,0
2024.03.06,00:00,23.59,Arnulf,750,83,833,3.2,5.8,6.3,99,0
2024.03.07,00:00,23.59,Arnulf,1383,107,1490,0.9,6.8,0,78,0.3
2024.03.08,00:00,23.59,Arnulf,1133,94,1227,-0.4,9.9,0,25,8.8
2024.03.09,00:00,23.59,Arnulf,905,67,972,-0.2,16.1,0,71,8.8
2024.03.10,00:00,23.59,Arnulf,686,54,740,5.7,18.8,0.1,95,2.7
2024.03.11,00:00,23.59,Arnulf,1336,123,1459,2.4,13,0,71,6.9
2024.03.12,00:00,23.59,Arnulf,1260,106,1366,5.8,10.2,2.3,94,1.2
2024.03.13,00:00,23.59,Arnulf,830,84,914,4.3,10.7,0.3,98,0.2
2024.03.14,00:00,23.59,Arnulf,615,125,740,5.8,16.5,0,98,8.1
2024.03.15,00:00,23.59,Arnulf,621,121,742,8.4,17.5,1.8,95,5.3
2024.03.16,00:00,23.59,Arnulf,315,54,369,7.5,13.4,2.3,90,2.8
2024.03.17,00:00,23.59,Arnulf,343,71,414,6.6,14.1,0,94,3.4
2024.03.18,00:00,23.59,Arnulf,525,88,613,7.5,11.6,9.7,98,0
2024.03.19,00:00,23.59,Arnulf,672,111,783,7.1,15,0,86,5.7
2024.03.20,00:00,23.59,Arnulf,775,147,922,3.3,17.3,0,93,10.3
2024.03.21,00:00,23.59,Arnulf,540,105,645,7.3,14.7,5.5,93,2.1
2024.03.22,00:00,23.59,Arnulf,606,111,717,6.4,17.8,0,96,9.3
2024.03.23,00:00,23.59,Arnulf,206,36,242,3,14.5,9.3,74,2.1
2024.03.24,00:00,23.59,Arnulf,157,38,195,1.9,6.1,3.3,93,2.7
2024.03.25,00:00,23.59,Arnulf,606,105,711,2.4,11.6,0,68,9.8
2024.03.26,00:00,23.59,Arnulf,684,136,820,0.9,15.4,0,85,8.3
2024.03.27,00:00,23.59,Arnulf,585,88,673,4,22.2,6.6,96,4.2
2024.03.28,00:00,23.59,Arnulf,455,64,519,3.2,12,1.4,51,4.2
2024.03.29,00:00,23.59,Arnulf,349,65,414,3.8,23,0,84,7.3
2024.03.30,00:00,23.59,Arnulf,402,78,480,11.1,24,0,80,7.3
2024.03.31,00:00,23.59,Arnulf,282,54,336,7.6,22.5,0,88,4.7
2024.03.01,00:00,23.59,Olympia,668,643,1311,1.3,8.6,0.5,91,0
2024.03.02,00:00,23.59,Olympia,826,842,1668,4.3,13,0,78,8.7
2024.03.03,00:00,23.59,Olympia,1108,1027,2135,2,18.9,0,93,8.4
2024.03.04,00:00,23.59,Olympia,797,874,1671,4.5,9.6,0,86,0
2024.03.05,00:00,23.59,Olympia,825,838,1663,5.4,9.7,7.5,100,0
2024.03.06,00:00,23.59,Olympia,461,511,972,3.2,5.8,6.3,99,0
2024.03.07,00:00,23.59,Olympia,866,880,1746,0.9,6.8,0,78,0.3
2024.03.08,00:00,23.59,Olympia,899,925,1824,-0.4,9.9,0,25,8.8
2024.03.09,00:00,23.59,Olympia,1055,1064,2119,-0.2,16.1,0,71,8.8
2024.03.10,00:00,23.59,Olympia,948,882,1830,5.7,18.8,0.1,95,2.7
