datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2024.05.12,00:00,23.59,Hirsch,790,780,1570,7.8,23.1,0,13,14.4
2024.05.13,00:00,23.59,Hirsch,1459,1508,2967,9.2,23.4,0,24,11.1
2024.05.14,00:00,23.59,Hirsch,1724,1716,3440,9.7,24.2,0,9,14.5
2024.05.15,00:00,23.59,Hirsch,1237,1336,2573,10.2,23.7,2,98,7.4
2024.05.16,00:00,23.59,Hirsch,1166,1200,2366,13,24.1,4,86,8.2
2024.05.17,00:00,23.59,Hirsch,596,584,1180,9.8,15.5,0,100,1.2
2024.05.18,00:00,23.59,Hirsch,575,606,1181,10.7,22.4,10.2,71,9.7
2024.05.19,00:00,23.59,Hirsch,629,596,1225,11.2,21.7,2.6,73,10.6
2024.05.20,00:00,23.59,Hirsch,809,804,1613,9.7,24,0.6,51,14
2024.05.21,00:00,23.59,Hirsch,576,613,1189,12.2,22.7,5.8,99,0.1
2024.05.22,00:00,23.59,Hirsch,883,934,1817,11.8,19.7,1.3,85,5.3
2024.05.23,00:00,23.59,Hirsch,693,745,1438,9.3,21.3,16.8,86,4.6
2024.05.24,00:00,23.59,Hirsch,752,739,1491,8.8,19.1,8.7,88,8
2024.05.25,00:00,23.59,Hirsch,456,437,893,9.2,20,0,86,4.8
2024.05.26,00:00,23.59,Hirsch,727,677,1404,9.7,23.4,0,55,10.9
2024.05.27,00:00,23.59,Hirsch,876,943,1819,13.3,22.7,25,94,6.7
2024.05.28,00:00,23.59,Hirsch,659,685,1344,10.5,16.7,0,84,3.4
2024.05.29,00:00,23.59,Hirsch,937,996,1933,9.5,22.1,7.8,96,7.5
2024.05.30,00:00,23.59,Hirsch,259,270,529,12.5,20.8,16.6,96,3.8
2024.05.31,00:00,23.59,Hirsch,142,153,295,9.5,12.6,66.9,96,0
2024.05.01,00:00,23.59,Erhardt,5081,4402,9483,9.7,25.1,0,55,12.2
2024.05.02,00:00,23.59,Erhardt,2815,2791,5606,10.9,24.1,1,80,3.9
2024.05.03,00:00,23.59,Erhardt,1855,1802,3657,9.1,12.6,0.7,98,0
2024.05.04,00:00,23.59,Erhardt,3428,2949,6377,7.1,19.4,0,78,11.2
2024.05.05,00:00,23.59,Erhardt,2497,2241,4738,10.2,21,0.6,99,6.7
2024.05.06,00:00,23.59,Erhardt,2105,2199,4304,9.2,22.7,24.9,86,8
2024.05.07,00:00,23.59,Erhardt,2471,2209,4680,10.7,16.9,3.5,100,0.3
2024.05.08,00:00,23.59,Erhardt,1221,1156,2377,9.3,10.8,6.2,98,0
2024.05.09,00:00,23.59,Erhardt,3038,2591,5629,7.3,17.6,0,63,6.6
2024.05.10,00:00,23.59,Erhardt,3367,3013,6380,5.9,20.4,0,43,13.8
2024.05.11,00:00,23.59,Erhardt,3813,3266,7079,6.9,21.8,0,73,14.1
2024.05.12,00:00,23.59,Erhardt,3817,3337,7154,7.8,23.1,0,13,14.4
2024.05.13,00:00,23.59,Erhardt,3476,3350,6826,9.2,23.4,0,24,11.1
2024.05.14,00:00,23.59,Erhardt,4243,4055,8298,9.7,24.2,0,9,14.5
2024.05.15,00:00,23.59,Erhardt,3148,3077,6225,10.2,23.7,2,98,7.4
2024.05.16,00:00,23.59,Erhardt,3084,2961,6045,13,24.1,4,86,8.2
2024.05.17,00:00,23.59,Erhardt,1825,1822,3647,9.8,15.5,0,100,1.2
2024.05.18,00:00,23.59,Erhardt,2721,2404,5125,10.7,22.4,10.2,71,9.7
2024.05.19,00:00,23.59,Erhardt,2629,2357,4986,11.2,21.7,2.6,73,10.6
2024.05.20,00:00,23.59,Erhardt,3679,3212,6891,9.7,24,0.6,51,14
2024.05.21,00:00,23.59,Erhardt,1501,1522,3023,12.2,22.7,5.8,99,0.1
2024.05.22,00:00,23.59,Erhardt,2239,2078,4317,11.8,19.7,1.3,85,5.3
2024.05.23,00:00,23.59,Erhardt,1711,1770,3481,9.3,21.3,16.8,86,4.6
2024.05.24,00:00,23.59,Erhardt,2182,2027,4209,8.8,19.1,8.7,88,8
2024.05.25,00:00,23.59,Erhardt,1864,1640,3504,9.2,20,0,86,4.8
2024.05.26,00:00,23.59,Erhardt,3607,3079,6686,9.7,23.4,0,55,10.9
2024.05.27,00:00,23.59,Erhardt,2278,2203,4481,13.3,22.7,25,94,6.7
2024.05.28,00:00,23.59,Erhardt,1750,1604,3354,10.5,16.7,0,84,3.4
2024.05.29,00:00,23.59,Erhardt,2556,2449,5005,9.5,22.1,7.8,96,7.5
2024.05.30,00:00,23.59,Erhardt,1308,1212,2520,12.5,20.8,16.6,96,3.8
2024.05.31,00:00,23.59,Erhardt,440,443,883,9.5,12.6,66.9,96,0
2024.06.01,00:00,23.59,Arnulf,184,19,203,10.2,12.4,42.5,95,0
2024.06.02,00:00,23.59,Arnulf,576,51,627,11.3,19.3,1.5,86,2.1
2024.06.03,00:00,23.59,Arnulf,665,68,733,12.9,16.1,14,98,0.1
2024.06.04,00:00,23.59,Arnulf,1850,113,1963,12.2,21.5,0,51,9.7
2024.06.05,00:00,23.59,Arnulf,1995,107,2102,12.3,24.7,0,76,8.7
2024.06.06,00:00,23.59,Arnulf,1983,110,2093,13.4,26.3,0.9,69,10.9
2024.06.07,00:00,23.59,Arnulf,1439,92,1531,15.1,23.3,2.6,65,7
2024.06.08,00:00,23.59,Arnulf,1218,80,1298,13.6,27.2,7.1,78,8.7
2024.06.09,00:00,23.59,Arnulf,693,66,759,15.4,21.9,13.3,95,1.9
2024.06.10,00:00,23.59,Arnulf,1165,81,1246,13.6,21.6,0.8,81,5.6
2024.06.11,00:00,23.59,Arnulf,1413,89,1502,10,15.1,0,100,0
2024.06.12,00:00,23.59,Arnulf,1876,102,1978,10.7,18.6,0,88,4.5
2024.06.13,00:00,23.59,Arnulf,2029,109,2138,10.9,19.4,0,58,11.3
2024.06.14,00:00,23.59,Arnulf,1785,92,1877,9.1,21.9,0,89,4.1
2024.06.15,00:00,23.59,Arnulf,956,72,1028,13.3,19.3,0.1,96,2.3
2024.06.16,00:00,23.59,Arnulf,1105,68,1173,13.5,23.2,0.3,83,5.4
2024.06.17,00:00,23.59,Arnulf,1877,120,1997,13.6,27.6,2.9,94,7.9
2024.06.18,00:00,23.59,Arnulf,2352,132,2484,14.5,30.3,0,70,14.1
2024.06.19,00:00,23.59,Arnulf,2585,142,2727,18.3,30,0,30,14.7
2024.06.20,00:00,23.59,Arnulf,1978,105,2083,16.6,26,0,71,6.7
2024.06.21,00:00,23.59,Arnulf,1288,80,1368,13.6,24.3,21,96,2.8
2024.06.22,00:00,23.59,Arnulf,1177,51,1228,12.2,23.9,18.1,76,8.7
2024.06.23,00:00,23.59,Arnulf,1042,70,1112,11.9,22.2,0,68,5.3
2024.06.24,00:00,23.59,Arnulf,2195,105,2300,15,26,0,20,14
2024.06.25,00:00,23.59,Arnulf,2396,106,2502,15.9,27.7,0,11,15.3
2024.06.26,00:00,23.59,Arnulf,1752,91,1843,16.4,27.7,9.1,85,7.4
2024.06.27,00:00,23.59,Arnulf,1767,127,1894,16.3,26.7,0,76,7.5
2024.06.28,00:00,23.59,Arnulf,1892,96,1988,19.9,30,0,63,12.4
2024.06.29,00:00,23.59,Arnulf,1483,68,1551,18.6,33.7,0,55,10.1
2024.06.30,00:00,23.59,Arnulf,1001,56,1057,16.3,25.5,0.1,98,2.1
2024.06.01,00:00,23.59,Olympia,114,125,239,10.2,12.4,42.5,95,0
2024.06.02,00:00,23.59,Olympia,679,714,1393,11.3,19.3,1.5,86,2.1
2024.06.03,00:00,23.59,Olympia,638,658,1296,12.9,16.1,14,98,0.1
2024.06.04,00:00,23.59,Olympia,1873,1944,3817,12.2,21.5,0,51,9.7
2024.06.05,00:00,23.59,Olympia,1952,1967,3919,12.3,24.7,0,76,8.7
2024.06.06,00:00,23.59,Olympia,1969,1963,3932,13.4,26.3,0.9,69,10.9
2024.06.07,00:00,23.59,Olympia,1538,1506,3044,15.1,23.3,2.6,65,7
2024.06.08,00:00,23.59,Olympia,1318,1343,2661,13.6,27.2,7.1,78,8.7
2024.06.09,00:00,23.59,Olympia,1494,1032,2526,15.4,21.9,13.3,95,1.9
2024.06.10,00:00,23.59,Olympia,1408,1481,2889,13.6,21.6,0.8,81,5.6
2024.06.11,00:00,23.59,Olympia,1531,1542,3073,10,15.1,0,100,0
2024.06.12,00:00,23.59,Olympia,2859,2261,5120,10.7,18.6,0,88,4.5
2024.06.13,00:00,23.59,Olympia,1897,2034,3931,10.9,19.4,0,58,11.3
2024.06.14,00:00,23.59,Olympia,2579,1995,4574,9.1,21.9,0,89,4.1
2024.06.15,00:00,23.59,Olympia,1442,1208,2650,13.3,19.3,0.1,96,2.3
2024.06.16,00:00,23.59,Olympia,2896,2247,5143,13.5,23.2,0.3,83,5.4
2024.06.17,00:00,23.59,Olympia,2067,1726,3793,13.6,27.6,2.9,94,7.9
2024.06.18,00:00,23.59,Olympia,2330,1926,4256,14.5,30.3,0,70,14.1
2024.06.19,00:00,23.59,Olympia,2625,2161,4786,18.3,30,0,30,14.7
2024.06.20,00:00,23.59,Olympia,2076,1804,3880,16.6,26,0,71,6.7
2024.06.21,00:00,23.59,Olympia,1197,983,2180,13.6,24.3,21,96,2.8
2024.06.22,00:00,23.59,Olympia,1697,1009,2706,12.2,23.9,18.1,76,8.7
2024.06.23,00:00,23.59,Olympia,2137,1610,3747,11.9,22.2,0,68,5.3
2024.06.24,00:00,23.59,Olympia,2297,1842,4139,15,26,0,20,14
2024.06.25,00:00,23.59,Olympia,2717,2379,5096,15.9,27.7,0,11,15.3
2024.06.26,00:00,23.59,Olympia,1413,1173,2586,16.4,27.7,9.1,85,7.4
2024.06.27,00:00,23.59,Olympia,1792,1477,3269,16.3,26.7,0,76,7.5
2024.06.28,00:00,23.59,Olympia,2096,1716,3812,19.9,30,0,63,12.4
2024.06.29,00:00,23.59,Olympia,2398,1662,4060,18.6,33.7,0,55,10.1
2024.06.30,00:00,23.59,Olympia,1629,1351,2980,16.3,25.5,0.1,98,2.1
2024.06.01,00:00,23.59,Hirsch,56,47,103,10.2,12.4,42.5,95,0
2024.06.02,00:00,23.59,Hirsch,285,282,567,11.3,19.3,1.5,86,2.1
2024.06.03,00:00,23.59,Hirsch,448,461,909,12.9,16.1,14,98,0.1
2024.06.04,00:00,23.59,Hirsch,1520,1552,3072,12.2,21.5,0,51,9.7
2024.06.05,00:00,23.59,Hirsch,1507,1542,3049,12.3,24.7,0,76,8.7
2024.06.06,00:00,23.59,Hirsch,1492,1593,3085,13.4,26.3,0.9,69,10.9
2024.06.07,00:00,23.59,Hirsch,927,973,1900,15.1,23.3,2.6,65,7
2024.06.08,00:00,23.59,Hirsch,691,697,1388,13.6,27.2,7.1,78,8.7
2024.06.09,00:00,23.59,Hirsch,363,415,778,15.4,21.9,13.3,95,1.9
2024.06.10,00:00,23.59,Hirsch,803,853,1656,13.6,21.6,0.8,81,5.6
2024.06.11,00:00,23.59,Hirsch,1053,1089,2142,10,15.1,0,100,0
2024.06.12,00:00,23.59,Hirsch,1262,1400,2662,10.7,18.6,0,88,4.5
2024.06.13,00:00,23.59,Hirsch,1452,1433,2885,10.9,19.4,0,58,11.3
2024.06.14,00:00,23.59,Hirsch,986,1154,2140,9.1,21.9,0,89,4.1
2024.06.15,00:00,23.59,Hirsch,421,408,829,13.3,19.3,0.1,96,2.3
2024.06.16,00:00,23.59,Hirsch,738,723,1461,13.5,23.2,0.3,83,5.4
2024.06.17,00:00,23.59,Hirsch,1309,1415,2724,13.6,27.6,2.9,94,7.9
2024.06.18,00:00,23.59,Hirsch,1790,1825,3615,14.5,30.3,0,70,14.1
2024.06.19,00:00,23.59,Hirsch,1675,1755,3430,18.3,30,0,30,14.7
2024.06.20,00:00,23.59,Hirsch,1442,1449,2891,16.6,26,0,71,6.7
2024.06.21,00:00,23.59,Hirsch,824,837,1661,13.6,24.3,21,96,2.8
2024.06.22,00:00,23.59,Hirsch,601,593,1194,12.2,23.9,18.1,76,8.7
2024.06.23,00:00,23.59,Hirsch,599,616,1215,11.9,22.2,0,68,5.3
2024.06.24,00:00,23.59,Hirsch,1637,1717,3354,15,26,0,20,14
2024.06.25,00:00,23.59,Hirsch,1803,1885,3688,15.9,27.7,0,11,15.3
2024.06.26,00:00,23.59,Hirsch,1210,1350,2560,16.4,27.7,9.1,85,7.4
2024.06.27,00:00,23.59,Hirsch,1308,1296,2604,16.3,26.7,0,76,7.5
2024.06.28,00:00,23.59,Hirsch,1196,1262,2458,19.9,30,0,63,12.4
2024.06.29,00:00,23.59,Hirsch,713,713,1426,18.6,33.7,0,55,10.1
2024.06.30,00:00,23.59,Hirsch,651,594,1245,16.3,25.5,0.1,98,2.1
2024.06.01,00:00,23.59,Erhardt,209,212,421,10.2,12.4,42.5,95,0
2024.06.02,00:00,23.59,Erhardt,1388,1242,2630,11.3,19.3,1.5,86,2.1
2024.06.03,00:00,23.59,Erhardt,1146,1166,2312,12.9,16.1,14,98,0.1
2024.06.04,00:00,23.59,Erhardt,3772,3832,7604,12.2,21.5,0,51,9.7
2024.06.05,00:00,23.59,Erhardt,3902,3794,7696,12.3,24.7,0,76,8.7
2024.06.06,00:00,23.59,Erhardt,3787,3683,7470,13.4,26.3,0.9,69,10.9
2024.06.07,00:00,23.59,Erhardt,2687,2592,5279,15.1,23.3,2.6,65,7
2024.06.08,00:00,23.59,Erhardt,2818,2538,5356,13.6,27.2,7.1,78,8.7
2024.06.09,00:00,23.59,Erhardt,1539,1406,2945,15.4,21.9,13.3,95,1.9
2024.06.10,00:00,23.59,Erhardt,2176,2163,4339,13.6,21.6,0.8,81,5.6
2024.06.11,00:00,23.59,Erhardt,2434,2380,4814,10,15.1,0,100,0
2024.06.12,00:00,23.59,Erhardt,3171,3145,6316,10.7,18.6,0,88,4.5
2024.06.13,00:00,23.59,Erhardt,3581,3496,7077,10.9,19.4,0,58,11.3
2024.06.14,00:00,23.59,Erhardt,3123,3089,6212,9.1,21.9,0,89,4.1
2024.06.15,00:00,23.59,Erhardt,1698,1563,3261,13.3,19.3,0.1,96,2.3
2024.06.16,00:00,23.59,Erhardt,3309,2872,6181,13.5,23.2,0.3,83,5.4
2024.06.17,00:00,23.59,Erhardt,3304,3188,6492,13.6,27.6,2.9,94,7.9
2024.06.18,00:00,23.59,Erhardt,4962,4523,9485,14.5,30.3,0,70,14.1
2024.06.19,00:00,23.59,Erhardt,4773,4481,9254,18.3,30,0,30,14.7
2024.06.20,00:00,23.59,Erhardt,3891,3749,7640,16.6,26,0,71,6.7
2024.06.21,00:00,23.59,Erhardt,2352,2313,4665,13.6,24.3,21,96,2.8
2024.06.22,00:00,23.59,Erhardt,2993,2608,5601,12.2,23.9,18.1,76,8.7
2024.06.23,00:00,23.59,Erhardt,2586,2423,5009,11.9,22.2,0,68,5.3
2024.06.24,00:00,23.59,Erhardt,4116,3927,8043,15,26,0,20,14
2024.06.25,00:00,23.59,Erhardt,4817,4498,9315,15.9,27.7,0,11,15.3
2024.06.26,00:00,23.59,Erhardt,2983,3059,6042,16.4,27.7,9.1,85,7.4
2024.06.27,00:00,23.59,Erhardt,3471,3301,6772,16.3,26.7,0,76,7.5
2024.06.28,00:00,23.59,Erhardt,3812,3614,7426,19.9,30,0,63,12.4
2024.06.29,00:00,23.59,Erhardt,3789,3402,7191,18.6,33.7,0,55,10.1
2024.06.30,00:00,23.59,Erhardt,2626,2351,4977,16.3,25.5,0.1,98,2.1
2024.07.01,00:00,23.59,Arnulf,1575,97,1672,14.3,23.7,8.3,95,5.1
2024.07.02,00:00,23.59,Arnulf,1889,102,1991,12.4,19.5,3.5,94,2.5
2024.07.03,00:00,23.59,Arnulf,926,64,990,11.3,18,7,98,1.9
2024.07.04,00:00,23.59,Arnulf,1776,96,1872,11.4,22.3,0.6,96,4.6
2024.07.05,00:00,23.59,Arnulf,1845,84,1929,14.7,25.3,0,90,10.8
2024.07.06,00:00,23.59,Arnulf,1044,51,1095,15.7,32,17.6,73,9.2
2024.07.07,00:00,23.59,Arnulf,471,32,503,12.9,16.6,6.7,100,0
2024.07.08,00:00,23.59,Arnulf,1701,106,1807,15.5,24,0.3,66,7.7
2024.07.09,00:00,23.59,Arnulf,2421,105,2526,14.6,30.5,0.5,50,13.7
2024.07.10,00:00,23.59,Arnulf,1867,122,1989,19.6,29,1.6,71,8.2
2024.07.11,00:00,23.59,Arnulf,2058,116,2174,18.4,27.9,0.7,81,6
2024.07.12,00:00,23.59,Arnulf,1403,70,1473,16.5,26.6,6.3,98,6.4
2024.07.13,00:00,23.59,Arnulf,1192,54,1246,15.9,20,0,96,2.7
2024.07.14,00:00,23.59,Arnulf,1424,67,1491,15.1,27.3,0,85,8.3
2024.07.15,00:00,23.59,Arnulf,2284,114,2398,15.4,31.5,12.8,73,14
2024.07.16,00:00,23.59,Arnulf,1706,89,1795,17.8,26.5,0.7,50,2.4
2024.07.17,00:00,23.59,Arnulf,2220,119,2339,16,22.6,0,89,0.6
2024.07.18,00:00,23.59,Arnulf,2318,131,2449,15,27.4,0,34,13.4
2024.07.19,00:00,23.59,Arnulf,2026,108,2134,17,30.1,0,71,12.1
2024.07.20,00:00,23.59,Arnulf,1307,46,1353,18,28.7,10.9,76,6.5
2024.07.21,00:00,23.59,Arnulf,1139,71,1210,16.7,30.5,6.9,44,10.7
2024.07.22,00:00,23.59,Arnulf,1602,93,1695,17.3,25.3,3.6,80,4.6
2024.07.23,00:00,23.59,Arnulf,2092,90,2182,16.1,25.6,6.5,85,6.8
2024.07.24,00:00,23.59,Arnulf,2141,105,2246,16.2,23.5,0,63,9.7
2024.07.25,00:00,23.59,Arnulf,2405,137,2542,13.9,25.8,0,54,12.5
2024.07.26,00:00,23.59,Arnulf,1995,95,2090,14.2,28.1,0,88,14.1
2024.07.27,00:00,23.59,Arnulf,1420,77,1497,17,31.9,6.4,64,12.4
2024.07.28,00:00,23.59,Arnulf,940,44,984,14,24.1,3.4,58,7.1
2024.07.29,00:00,23.59,Arnulf,2233,113,2346,12.5,26.7,0,0,14.7
2024.07.30,00:00,23.59,Arnulf,2477,158,2635,13,30.3,0,25,14.3
2024.07.31,00:00,23.59,Arnulf,2377,150,2527,17.8,33.3,5,31,12.1
2024.07.01,00:00,23.59,Olympia,1251,1064,2315,14.3,23.7,8.3,95,5.1
2024.07.02,00:00,23.59,Olympia,2288,1864,4152,12.4,19.5,3.5,94,2.5
2024.07.03,00:00,23.59,Olympia,761,678,1439,11.3,18,7,98,1.9
2024.07.04,00:00,23.59,Olympia,1784,1387,3171,11.4,22.3,0.6,96,4.6
2024.07.05,00:00,23.59,Olympia,2538,1800,4338,14.7,25.3,0,90,10.8
2024.07.06,00:00,23.59,Olympia,1169,867,2036,15.7,32,17.6,73,9.2
2024.07.07,00:00,23.59,Olympia,597,513,1110,12.9,16.6,6.7,100,0
2024.07.08,00:00,23.59,Olympia,1849,1481,3330,15.5,24,0.3,66,7.7
2024.07.09,00:00,23.59,Olympia,2837,2387,5224,14.6,30.5,0.5,50,13.7
2024.07.10,00:00,23.59,Olympia,1812,1523,3335,19.6,29,1.6,71,8.2
2024.07.11,00:00,23.59,Olympia,1858,1506,3364,18.4,27.9,0.7,81,6
2024.07.12,00:00,23.59,Olympia,1288,1022,2310,16.5,26.6,6.3,98,6.4
2024.07.13,00:00,23.59,Olympia,1411,991,2402,15.9,20,0,96,2.7
2024.07.14,00:00,23.59,Olympia,2629,2016,4645,15.1,27.3,0,85,8.3
2024.07.15,00:00,23.59,Olympia,2142,1573,3715,15.4,31.5,12.8,73,14
2024.07.16,00:00,23.59,Olympia,1575,1239,2814,17.8,26.5,0.7,50,2.4
2024.07.17,00:00,23.59,Olympia,3743,3177,6920,16,22.6,0,89,0.6
2024.07.18,00:00,23.59,Olympia,2341,2171,4512,15,27.4,0,34,13.4
2024.07.19,00:00,23.59,Olympia,2036,2001,4037,17,30.1,0,71,12.1
2024.07.20,00:00,23.59,Olympia,411,320,731,18,28.7,10.9,76,6.5
2024.07.21,00:00,23.59,Olympia,1589,1484,3073,16.7,30.5,6.9,44,10.7
2024.07.22,00:00,23.59,Olympia,1401,1372,2773,17.3,25.3,3.6,80,4.6
2024.07.23,00:00,23.59,Olympia,1757,1698,3455,16.1,25.6,6.5,85,6.8
2024.07.24,00:00,23.59,Olympia,1750,1343,3093,16.2,23.5,0,63,9.7
2024.07.25,00:00,23.59,Olympia,1763,1303,3066,13.9,25.8,0,54,12.5
2024.07.26,00:00,23.59,Olympia,1663,1186,2849,14.2,28.1,0,88,14.1
2024.07.27,00:00,23.59,Olympia,2906,1466,4372,17,31.9,6.4,64,12.4
2024.07.28,00:00,23.59,Olympia,2568,1357,3925,14,24.1,3.4,58,7.1
2024.07.29,00:00,23.59,Olympia,1789,1834,3623,12.5,26.7,0,0,14.7
2024.07.30,00:00,23.59,Olympia,1941,1920,3861,13,30.3,0,25,14.3
2024.07.31,00:00,23.59,Olympia,1684,1703,3387,17.8,33.3,5,31,12.1
2024.07.01,00:00,23.59,Hirsch,1167,1226,2393,14.3,23.7,8.3,95,5.1
2024.07.02,00:00,23.59,Hirsch,1455,1469,2924,12.4,19.5,3.5,94,2.5
2024.07.03,00:00,23.59,Hirsch,619,659,1278,11.3,18,7,98,1.9
2024.07.04,00:00,23.59,Hirsch,1238,1299,2537,11.4,22.3,0.6,96,4.6
2024.07.05,00:00,23.59,Hirsch,1076,1160,2236,14.7,25.3,0,90,10.8
2024.07.06,00:00,23.59,Hirsch,533,529,1062,15.7,32,17.6,73,9.2
2024.07.07,00:00,23.59,Hirsch,246,226,472,12.9,16.6,6.7,100,0
2024.07.08,00:00,23.59,Hirsch,1181,1191,2372,15.5,24,0.3,66,7.7
2024.07.09,00:00,23.59,Hirsch,1842,1903,3745,14.6,30.5,0.5,50,13.7
2024.07.10,00:00,23.59,Hirsch,1398,1476,2874,19.6,29,1.6,71,8.2
2024.07.11,00:00,23.59,Hirsch,1423,1438,2861,18.4,27.9,0.7,81,6
2024.07.12,00:00,23.59,Hirsch,972,920,1892,16.5,26.6,6.3,98,6.4
2024.07.13,00:00,23.59,Hirsch,579,605,1184,15.9,20,0,96,2.7
2024.07.14,00:00,23.59,Hirsch,856,782,1638,15.1,27.3,0,85,8.3
2024.07.15,00:00,23.59,Hirsch,1626,1658,3284,15.4,31.5,12.8,73,14
2024.07.16,00:00,23.59,Hirsch,1123,1185,2308,17.8,26.5,0.7,50,2.4
2024.07.17,00:00,23.59,Hirsch,1462,1618,3080,16,22.6,0,89,0.6
2024.07.18,00:00,23.59,Hirsch,1679,1711,3390,15,27.4,0,34,13.4
2024.07.19,00:00,23.59,Hirsch,1208,1287,2495,17,30.1,0,71,12.1
2024.07.20,00:00,23.59,Hirsch,588,584,1172,18,28.7,10.9,76,6.5
2024.07.21,00:00,23.59,Hirsch,587,590,1177,16.7,30.5,6.9,44,10.7
2024.07.22,00:00,23.59,Hirsch,1159,1174,2333,17.3,25.3,3.6,80,4.6
2024.07.23,00:00,23.59,Hirsch,1541,1559,3100,16.1,25.6,6.5,85,6.8
2024.07.24,00:00,23.59,Hirsch,1585,1600,3185,16.2,23.5,0,63,9.7
2024.07.25,00:00,23.59,Hirsch,1750,1706,3456,13.9,25.8,0,54,12.5
2024.07.26,00:00,23.59,Hirsch,1268,1344,2612,14.2,28.1,0,88,14.1
2024.07.27,00:00,23.59,Hirsch,687,692,1379,17,31.9,6.4,64,12.4
2024.07.28,00:00,23.59,Hirsch,528,562,1090,14,24.1,3.4,58,7.1
2024.07.29,00:00,23.59,Hirsch,1605,1655,3260,12.5,26.7,0,0,14.7
2024.07.30,00:00,23.59,Hirsch,1705,1718,3423,13,30.3,0,25,14.3
2024.07.31,00:00,23.59,Hirsch,1466,1554,3020,17.8,33.3,5,31,12.1
2024.07.01,00:00,23.59,Erhardt,2467,2527,4994,14.3,23.7,8.3,95,5.1
2024.07.02,00:00,23.59,Erhardt,3297,3186,6483,12.4,19.5,3.5,94,2.5
2024.07.03,00:00,23.59,Erhardt,1705,1669,3374,11.3,18,7,98,1.9
2024.07.04,00:00,23.59,Erhardt,3120,3313,6433,11.4,22.3,0.6,96,4.6
2024.07.05,00:00,23.59,Erhardt,3204,3379,6583,14.7,25.3,0,90,10.8
